S_No,order_id,user,productId,productName,brand,zone,state,city,store,machine,isVeg,MinWeight,Weight,MaxWeight,weightCheckRequired,weightSimulated,MinTemp,Temp,MaxTemp,tempCheckRequired,tempSimulated,foodImage,foodImageSimulated,faceImage,faceImageSimulated,date,date_no,month_no,week_day,week_no,year,orderRecievedAt,timeTaken,passed,failed,interval
11,10011011,7,68454,'Subz-E-Falafel Biryani (Regular)',5,1,1,1,1,1,1,140,725,575,1,0,38,80,86,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_23:25:49.png,0,,0,2021-01-30,30,1,5,4,2021,2021-01-30 23:25:49.350801,10,0,1,93
12,10011012,2,68452,'Subz-E-Falafel Biryani (Regular)',1,3,3,3,3,4,1,220,835,890,1,0,32,24,54,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_23:25:49.png,0,,0,2021-01-30,30,1,5,4,2021,2021-01-30 23:25:49.350801,10,0,1,93
13,10011013,3,68452,'Subz-E-Falafel Biryani (Regular)',4,1,1,1,1,4,1,240,865,315,1,0,20,88,64,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_23:33:49.png,0,,0,2021-01-30,30,1,5,4,2021,2021-01-30 23:33:49.350801,10,0,1,94
14,10011014,7,68457,'Subz-E-Falafel Biryani (Regular)',3,1,1,1,1,4,1,85,245,665,1,0,22,20,80,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_23:36:49.png,0,,0,2021-01-30,30,1,5,4,2021,2021-01-30 23:36:49.350801,10,0,1,94
15,10011015,1,68451,'Subz-E-Falafel Biryani (Regular)',3,4,4,4,4,2,1,120,30,845,1,0,26,26,62,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_23:46:49.png,0,,0,2021-01-30,30,1,5,4,2021,2021-01-30 23:46:49.350801,10,0,1,95
16,10011016,8,68454,'Subz-E-Falafel Biryani (Regular)',12,4,4,4,4,4,1,210,740,470,1,0,30,56,56,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_23:48:49.png,0,,0,2021-01-30,30,1,5,4,2021,2021-01-30 23:48:49.350801,10,0,1,95
17,10011017,1,68452,'Subz-E-Falafel Biryani (Regular)',3,3,3,3,3,3,0,105,575,310,1,0,34,92,78,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_23:50:49.png,0,,0,2021-01-30,30,1,5,4,2021,2021-01-30 23:50:49.350801,10,0,1,95
18,10011018,1,68458,'Subz-E-Falafel Biryani (Regular)',12,2,2,2,2,2,1,200,155,885,1,0,24,72,74,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_00:02:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 00:02:49.350801,10,0,1,0
19,10011019,6,68456,'Subz-E-Falafel Biryani (Regular)',10,3,3,3,3,4,1,125,205,325,1,0,28,70,50,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_00:10:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 00:10:49.350801,10,0,1,0
20,10011020,9,68453,'Subz-E-Falafel Biryani (Regular)',6,3,3,3,3,2,1,120,690,605,1,0,36,48,78,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_00:16:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 00:16:49.350801,10,0,1,1
21,10011021,8,68452,'Subz-E-Falafel Biryani (Regular)',5,3,3,3,3,4,0,165,715,620,1,0,20,74,88,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_00:27:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 00:27:49.350801,10,0,1,1
22,10011022,3,68458,'Subz-E-Falafel Biryani (Regular)',4,2,2,2,2,4,0,145,390,720,1,0,34,28,66,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_00:33:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 00:33:49.350801,10,0,1,2
23,10011023,6,68451,'Subz-E-Falafel Biryani (Regular)',8,3,3,3,3,3,1,115,385,880,1,0,26,38,68,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_00:39:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 00:39:49.350801,10,1,0,2
24,10011024,7,68453,'Subz-E-Falafel Biryani (Regular)',1,1,1,1,1,1,1,70,515,305,1,0,28,94,52,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_00:42:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 00:42:49.350801,10,0,1,2
25,10011025,7,68458,'Subz-E-Falafel Biryani (Regular)',2,3,3,3,3,3,0,55,380,390,1,0,22,86,78,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_00:49:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 00:49:49.350801,10,0,1,3
26,10011026,2,68456,'Subz-E-Falafel Biryani (Regular)',3,2,2,2,2,3,1,195,620,800,1,0,24,34,68,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_00:58:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 00:58:49.350801,10,1,0,3
27,10011027,8,68454,'Subz-E-Falafel Biryani (Regular)',2,3,3,3,3,1,1,225,565,515,1,0,24,38,74,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_01:11:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 01:11:49.350801,10,0,1,4
28,10011028,5,68457,'Subz-E-Falafel Biryani (Regular)',6,2,2,2,2,3,0,125,870,415,1,0,26,58,74,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_01:20:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 01:20:49.350801,10,0,1,5
29,10011029,9,68459,'Subz-E-Falafel Biryani (Regular)',12,1,1,1,1,1,0,210,795,810,1,0,26,36,64,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_01:29:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 01:29:49.350801,10,1,0,5
30,10011030,1,68457,'Subz-E-Falafel Biryani (Regular)',1,4,4,4,4,3,1,70,195,405,1,0,22,32,52,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_01:39:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 01:39:49.350801,10,1,0,6
31,10011031,10,68455,'Subz-E-Falafel Biryani (Regular)',6,2,2,2,2,4,0,245,70,465,1,0,26,46,54,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_01:52:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 01:52:49.350801,10,0,1,7
32,10011032,5,68454,'Subz-E-Falafel Biryani (Regular)',7,1,1,1,1,3,0,75,280,495,1,0,22,86,78,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_01:52:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 01:52:49.350801,10,0,1,7
33,10011033,4,68457,'Subz-E-Falafel Biryani (Regular)',7,3,3,3,3,2,0,130,590,645,1,0,34,90,68,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_01:52:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 01:52:49.350801,10,0,1,7
34,10011034,7,68450,'Subz-E-Falafel Biryani (Regular)',2,1,1,1,1,3,0,205,475,315,1,0,34,50,82,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_02:01:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 02:01:49.350801,10,0,1,8
35,10011035,8,68455,'Subz-E-Falafel Biryani (Regular)',7,4,4,4,4,1,1,145,420,590,1,0,34,96,60,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_02:11:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 02:11:49.350801,10,0,1,8
36,10011036,4,68458,'Subz-E-Falafel Biryani (Regular)',10,2,2,2,2,4,0,155,80,470,1,0,34,76,86,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_02:17:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 02:17:49.350801,10,0,1,9
37,10011037,5,68454,'Subz-E-Falafel Biryani (Regular)',5,2,2,2,2,2,1,235,525,340,1,0,28,48,66,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_02:20:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 02:20:49.350801,10,0,1,9
38,10011038,9,68450,'Subz-E-Falafel Biryani (Regular)',8,1,1,1,1,4,0,60,130,715,1,0,24,46,82,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_02:28:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 02:28:49.350801,10,1,0,9
39,10011039,6,68457,'Subz-E-Falafel Biryani (Regular)',5,4,4,4,4,4,0,50,230,550,1,0,34,90,74,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_02:31:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 02:31:49.350801,10,0,1,10
40,10011040,5,68452,'Subz-E-Falafel Biryani (Regular)',6,3,3,3,3,4,1,70,640,555,1,0,36,78,80,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_02:35:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 02:35:49.350801,10,0,1,10
41,10011041,8,68458,'Subz-E-Falafel Biryani (Regular)',2,2,2,2,2,1,0,200,725,350,1,0,24,96,56,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_02:46:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 02:46:49.350801,10,0,1,11
42,10011042,8,68451,'Subz-E-Falafel Biryani (Regular)',2,4,4,4,4,3,0,155,240,390,1,0,38,82,50,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_02:48:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 02:48:49.350801,10,0,1,11
43,10011043,2,68451,'Subz-E-Falafel Biryani (Regular)',4,1,1,1,1,2,0,160,755,880,1,0,38,30,68,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:00:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 03:00:49.350801,10,0,1,12
44,10011044,6,68450,'Subz-E-Falafel Biryani (Regular)',11,3,3,3,3,1,1,195,165,460,1,0,34,96,78,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:10:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 03:10:49.350801,10,0,1,12
45,10011045,7,68452,'Subz-E-Falafel Biryani (Regular)',2,4,4,4,4,2,0,155,485,755,1,0,22,66,64,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:16:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 03:16:49.350801,10,0,1,13
46,10011046,5,68454,'Subz-E-Falafel Biryani (Regular)',1,3,3,3,3,3,0,75,575,610,1,0,26,10,88,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:21:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 03:21:49.350801,10,0,1,13
47,10011047,4,68451,'Subz-E-Falafel Biryani (Regular)',7,4,4,4,4,2,1,230,320,450,1,0,22,34,52,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:27:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 03:27:49.350801,10,1,0,13
48,10011048,10,68454,'Subz-E-Falafel Biryani (Regular)',4,3,3,3,3,2,1,215,235,620,1,0,36,90,82,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:39:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 03:39:49.350801,10,0,1,14
49,10011049,5,68454,'Subz-E-Falafel Biryani (Regular)',1,2,2,2,2,3,1,230,305,790,1,0,32,54,70,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:42:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 03:42:49.350801,10,1,0,14
50,10011050,10,68453,'Subz-E-Falafel Biryani (Regular)',5,4,4,4,4,2,1,220,980,640,1,0,20,30,64,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:47:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 03:47:49.350801,10,0,1,15
51,10011051,6,68453,'Subz-E-Falafel Biryani (Regular)',1,3,3,3,3,3,1,60,400,455,1,0,26,34,64,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:59:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 03:59:49.350801,10,1,0,15
52,10011052,8,68451,'Subz-E-Falafel Biryani (Regular)',9,3,3,3,3,2,1,220,260,880,1,0,26,70,72,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:01:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 04:01:49.350801,10,1,0,16
53,10011053,9,68452,'Subz-E-Falafel Biryani (Regular)',10,4,4,4,4,1,0,185,80,855,1,0,20,28,62,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:12:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 04:12:49.350801,10,0,1,16
54,10011054,5,68455,'Subz-E-Falafel Biryani (Regular)',11,4,4,4,4,3,1,200,305,895,1,0,30,30,50,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:13:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 04:13:49.350801,10,1,0,16
55,10011055,4,68450,'Subz-E-Falafel Biryani (Regular)',5,2,2,2,2,1,0,170,225,335,1,0,26,70,56,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:17:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 04:17:49.350801,10,0,1,17
56,10011056,7,68457,'Subz-E-Falafel Biryani (Regular)',9,3,3,3,3,2,0,190,550,805,1,0,34,50,82,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:25:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 04:25:49.350801,10,1,0,17
57,10011057,9,68456,'Subz-E-Falafel Biryani (Regular)',7,3,3,3,3,2,1,95,75,530,1,0,38,94,86,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:25:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 04:25:49.350801,10,0,1,17
58,10011058,2,68453,'Subz-E-Falafel Biryani (Regular)',6,2,2,2,2,1,1,245,795,345,1,0,38,32,74,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:27:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 04:27:49.350801,10,0,1,17
59,10011059,5,68452,'Subz-E-Falafel Biryani (Regular)',7,4,4,4,4,1,0,230,405,585,1,0,36,76,82,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:27:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 04:27:49.350801,10,1,0,17
60,10011060,3,68456,'Subz-E-Falafel Biryani (Regular)',6,1,1,1,1,4,1,195,900,405,1,0,32,78,70,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:34:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 04:34:49.350801,10,0,1,18
61,10011061,5,68459,'Subz-E-Falafel Biryani (Regular)',8,4,4,4,4,1,0,80,560,300,1,0,28,90,52,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:40:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 04:40:49.350801,10,0,1,18
62,10011062,4,68457,'Subz-E-Falafel Biryani (Regular)',1,2,2,2,2,1,1,200,985,790,1,0,38,60,66,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:48:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 04:48:49.350801,10,0,1,19
63,10011063,7,68456,'Subz-E-Falafel Biryani (Regular)',1,1,1,1,1,1,0,135,680,565,1,0,38,84,74,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:53:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 04:53:49.350801,10,0,1,19
64,10011064,9,68456,'Subz-E-Falafel Biryani (Regular)',2,4,4,4,4,4,1,195,315,350,1,0,38,34,64,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:57:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 04:57:49.350801,10,0,1,19
65,10011065,9,68455,'Subz-E-Falafel Biryani (Regular)',8,4,4,4,4,3,1,65,375,745,1,0,34,40,62,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_05:08:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 05:08:49.350801,10,1,0,20
66,10011066,1,68456,'Subz-E-Falafel Biryani (Regular)',3,2,2,2,2,2,1,170,885,345,1,0,32,26,72,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_05:11:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 05:11:49.350801,10,0,1,20
67,10011067,8,68458,'Subz-E-Falafel Biryani (Regular)',10,2,2,2,2,3,0,85,205,360,1,0,32,72,74,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_05:22:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 05:22:49.350801,10,1,0,21
68,10011068,10,68451,'Subz-E-Falafel Biryani (Regular)',2,4,4,4,4,1,1,185,415,840,1,0,20,68,84,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_05:34:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 05:34:49.350801,10,1,0,22
69,10011069,7,68454,'Subz-E-Falafel Biryani (Regular)',12,4,4,4,4,1,1,165,845,830,1,0,32,74,62,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_05:38:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 05:38:49.350801,10,0,1,22
70,10011070,9,68455,'Subz-E-Falafel Biryani (Regular)',1,2,2,2,2,2,0,235,455,825,1,0,22,26,78,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_05:50:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 05:50:49.350801,10,1,0,23
71,10011071,9,68457,'Subz-E-Falafel Biryani (Regular)',2,2,2,2,2,3,1,200,110,495,1,0,26,68,52,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_06:02:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 06:02:49.350801,10,0,1,24
72,10011072,4,68452,'Subz-E-Falafel Biryani (Regular)',2,2,2,2,2,4,1,90,810,785,1,0,34,56,58,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_06:12:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 06:12:49.350801,10,0,1,24
73,10011073,5,68452,'Subz-E-Falafel Biryani (Regular)',6,1,1,1,1,1,1,130,590,545,1,0,34,40,78,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_06:19:49.png,0,,0,2021-01-31,31,1,6,4,2021,2021-01-31 06:19:49.350801,10,0,1,25
