S_No,order_id,user,productId,productName,brand,zone,state,city,store,machine,isVeg,MinWeight,Weight,MaxWeight,weightCheckRequired,weightSimulated,MinTemp,Temp,MaxTemp,tempCheckRequired,tempSimulated,foodImage,foodImageSimulated,faceImage,faceImageSimulated,date,date_no,month_no,week_day,week_no,year,orderRecievedAt,timeTaken,passed,failed,interval
0,10011000,7,68459,'Subz-E-Falafel Biryani (Regular)',9,2,2,2,2,3,0,65,40,315,1,0,26,58,70,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:10:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 03:10:03.262723,10,0,1,12
0,10011000,5,68450,'Subz-E-Falafel Biryani (Regular)',11,2,2,2,2,3,1,95,625,670,1,0,24,22,66,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:20:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 03:20:03.262723,10,0,1,13
0,10011000,7,68451,'Subz-E-Falafel Biryani (Regular)',10,2,6,6,6,3,1,165,955,605,1,0,22,26,52,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:31:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 03:31:03.262723,10,0,1,14
0,10011000,1,68453,'Subz-E-Falafel Biryani (Regular)',3,1,1,1,1,1,1,175,80,560,1,0,30,62,62,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:37:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 03:37:03.262723,10,0,1,14
0,10011000,5,68456,'Subz-E-Falafel Biryani (Regular)',4,3,3,3,3,4,0,145,930,355,1,0,36,46,86,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:49:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 03:49:03.262723,10,0,1,15
0,10011000,2,68453,'Subz-E-Falafel Biryani (Regular)',9,1,5,5,5,3,0,125,790,775,1,0,24,38,54,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:52:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 03:52:03.262723,10,0,1,15
0,10011000,5,68456,'Subz-E-Falafel Biryani (Regular)',3,3,7,7,7,4,1,225,545,485,1,0,32,66,70,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_03:52:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 03:52:03.262723,10,0,1,15
0,10011000,7,68452,'Subz-E-Falafel Biryani (Regular)',3,1,5,5,5,2,1,200,970,755,1,0,28,44,84,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:01:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 04:01:03.262723,10,0,1,16
0,10011000,8,68454,'Subz-E-Falafel Biryani (Regular)',3,3,3,3,3,4,0,135,905,395,1,0,36,54,58,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:12:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 04:12:03.262723,10,0,1,16
0,10011000,8,68458,'Subz-E-Falafel Biryani (Regular)',7,1,1,1,1,2,0,145,355,590,1,0,24,18,64,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:18:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 04:18:03.262723,10,0,1,17
0,10011000,8,68455,'Subz-E-Falafel Biryani (Regular)',1,1,5,5,5,3,1,240,760,310,1,0,34,32,74,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:22:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 04:22:03.262723,10,0,1,17
0,10011000,4,68452,'Subz-E-Falafel Biryani (Regular)',10,2,6,6,6,3,0,130,40,445,1,0,20,82,54,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:31:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 04:31:03.262723,10,0,1,18
0,10011000,7,68452,'Subz-E-Falafel Biryani (Regular)',11,1,1,1,1,1,0,90,955,500,1,0,20,68,78,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:39:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 04:39:03.262723,10,0,1,18
0,10011000,2,68459,'Subz-E-Falafel Biryani (Regular)',9,4,8,8,8,1,0,60,95,420,1,0,24,82,88,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:44:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 04:44:03.262723,10,1,0,18
0,10011000,4,68454,'Subz-E-Falafel Biryani (Regular)',5,2,2,2,2,1,1,165,320,710,1,0,24,82,52,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:50:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 04:50:03.262723,10,0,1,19
0,10011000,10,68459,'Subz-E-Falafel Biryani (Regular)',9,2,6,6,6,1,0,165,170,555,1,0,24,50,58,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:55:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 04:55:03.262723,10,1,0,19
0,10011000,7,68453,'Subz-E-Falafel Biryani (Regular)',3,3,7,7,7,1,1,220,830,455,1,0,30,14,64,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_04:58:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 04:58:03.262723,10,0,1,19
0,10011000,7,68456,'Subz-E-Falafel Biryani (Regular)',2,4,8,8,8,2,1,235,905,835,1,0,28,98,66,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_05:03:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 05:03:03.262723,10,0,1,20
0,10011000,9,68456,'Subz-E-Falafel Biryani (Regular)',9,1,1,1,1,3,0,245,360,645,1,0,24,50,62,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_05:07:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 05:07:03.262723,10,1,0,20
0,10011000,3,68455,'Subz-E-Falafel Biryani (Regular)',1,3,3,3,3,4,0,70,600,635,1,0,36,12,50,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_05:16:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 05:16:03.262723,10,0,1,21
0,10011000,7,68455,'Subz-E-Falafel Biryani (Regular)',2,1,5,5,5,2,0,205,410,330,1,0,24,68,56,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_05:21:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 05:21:03.262723,10,0,1,21
0,10011000,2,68456,'Subz-E-Falafel Biryani (Regular)',3,4,4,4,4,1,0,95,675,750,1,0,28,58,84,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_05:24:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 05:24:03.262723,10,1,0,21
0,10011000,3,68457,'Subz-E-Falafel Biryani (Regular)',9,3,3,3,3,2,0,135,810,760,1,0,24,28,52,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_05:36:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 05:36:03.262723,10,0,1,22
0,10011000,2,68456,'Subz-E-Falafel Biryani (Regular)',4,1,5,5,5,1,1,75,610,540,1,0,28,60,70,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_05:38:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 05:38:03.262723,10,0,1,22
0,10011000,4,68452,'Subz-E-Falafel Biryani (Regular)',7,1,5,5,5,2,1,190,775,740,1,0,34,26,62,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_05:43:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 05:43:03.262723,10,0,1,22
0,10011000,8,68455,'Subz-E-Falafel Biryani (Regular)',10,3,3,3,3,2,1,135,190,850,1,0,28,22,56,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_05:52:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 05:52:03.262723,10,0,1,23
0,10011000,1,68458,'Subz-E-Falafel Biryani (Regular)',8,3,7,7,7,1,0,205,830,460,1,0,36,76,52,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_06:05:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 06:05:03.262723,10,0,1,24
0,10011000,7,68453,'Subz-E-Falafel Biryani (Regular)',3,2,6,6,6,4,0,145,395,775,1,0,26,46,66,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_06:06:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 06:06:03.262723,10,1,0,24
0,10011000,4,68455,'Subz-E-Falafel Biryani (Regular)',6,4,4,4,4,2,0,90,695,740,1,0,32,80,78,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_06:12:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 06:12:03.262723,10,0,1,24
0,10011000,4,68459,'Subz-E-Falafel Biryani (Regular)',5,3,7,7,7,4,0,70,790,460,1,0,26,38,74,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_06:13:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 06:13:03.262723,10,0,1,24
0,10011000,2,68452,'Subz-E-Falafel Biryani (Regular)',5,2,6,6,6,4,1,55,650,720,1,0,24,70,50,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_06:22:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 06:22:03.262723,10,0,1,25
0,10011000,1,68452,'Subz-E-Falafel Biryani (Regular)',10,4,8,8,8,4,1,230,555,530,1,0,32,90,56,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_06:24:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 06:24:03.262723,10,0,1,25
0,10011000,3,68455,'Subz-E-Falafel Biryani (Regular)',9,2,2,2,2,4,1,120,450,585,1,0,38,66,50,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_06:26:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 06:26:03.262723,10,0,1,25
0,10011000,5,68450,'Subz-E-Falafel Biryani (Regular)',12,1,1,1,1,4,0,140,465,575,1,0,24,58,74,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_06:31:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 06:31:03.262723,10,1,0,26
0,10011000,7,68452,'Subz-E-Falafel Biryani (Regular)',10,3,3,3,3,2,1,105,795,530,1,0,32,60,88,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_06:43:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 06:43:03.262723,10,0,1,26
0,10011000,3,68454,'Subz-E-Falafel Biryani (Regular)',6,1,1,1,1,3,1,55,150,870,1,0,30,36,64,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_06:45:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 06:45:03.262723,10,1,0,27
0,10011000,4,68454,'Subz-E-Falafel Biryani (Regular)',5,2,6,6,6,4,1,220,865,510,1,0,30,78,58,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_06:54:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 06:54:03.262723,10,0,1,27
0,10011000,7,68457,'Subz-E-Falafel Biryani (Regular)',8,1,5,5,5,2,0,165,630,585,1,0,34,18,80,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_06:58:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 06:58:03.262723,10,0,1,27
0,10011000,6,68453,'Subz-E-Falafel Biryani (Regular)',5,3,3,3,3,2,1,60,725,665,1,0,22,84,80,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_07:07:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 07:07:03.262723,10,0,1,28
0,10011000,7,68455,'Subz-E-Falafel Biryani (Regular)',3,2,6,6,6,2,1,115,775,655,1,0,30,64,68,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_07:09:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 07:09:03.262723,10,0,1,28
0,10011000,10,68452,'Subz-E-Falafel Biryani (Regular)',8,3,3,3,3,1,0,230,150,800,1,0,32,76,84,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_07:14:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 07:14:03.262723,10,0,1,28
0,10011000,5,68451,'Subz-E-Falafel Biryani (Regular)',4,2,6,6,6,2,0,85,990,335,1,0,22,64,88,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_07:23:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 07:23:03.262723,10,0,1,29
0,10011000,10,68450,'Subz-E-Falafel Biryani (Regular)',2,3,3,3,3,2,0,130,680,305,1,0,32,66,84,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_07:28:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 07:28:03.262723,10,0,1,29
0,10011000,7,68454,'Subz-E-Falafel Biryani (Regular)',10,1,5,5,5,4,0,60,315,620,1,0,28,68,52,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_07:36:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 07:36:03.262723,10,0,1,30
0,10011000,9,68452,'Subz-E-Falafel Biryani (Regular)',10,4,4,4,4,4,0,125,400,385,1,0,34,66,66,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_07:46:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 07:46:03.262723,10,0,1,31
0,10011000,6,68451,'Subz-E-Falafel Biryani (Regular)',10,4,8,8,8,3,0,110,180,420,1,0,22,34,72,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_07:48:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 07:48:03.262723,10,1,0,31
0,10011000,6,68452,'Subz-E-Falafel Biryani (Regular)',8,4,8,8,8,4,0,170,425,820,1,0,24,36,50,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_08:01:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 08:01:03.262723,10,1,0,32
0,10011000,1,68450,'Subz-E-Falafel Biryani (Regular)',4,2,2,2,2,3,0,95,585,575,1,0,28,72,56,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_08:05:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 08:05:03.262723,10,0,1,32
0,10011000,8,68450,'Subz-E-Falafel Biryani (Regular)',10,1,1,1,1,3,1,135,595,625,1,0,34,86,78,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_08:15:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 08:15:03.262723,10,0,1,33
0,10011000,1,68456,'Subz-E-Falafel Biryani (Regular)',8,3,7,7,7,1,1,105,715,825,1,0,36,98,70,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_08:28:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 08:28:03.262723,10,0,1,33
0,10011000,10,68453,'Subz-E-Falafel Biryani (Regular)',4,3,7,7,7,1,1,145,545,835,1,0,36,50,86,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_08:35:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 08:35:03.262723,10,1,0,34
0,10011000,1,68459,'Subz-E-Falafel Biryani (Regular)',5,1,1,1,1,2,0,135,220,830,1,0,24,26,54,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_08:39:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 08:39:03.262723,10,1,0,34
0,10011000,4,68455,'Subz-E-Falafel Biryani (Regular)',5,1,1,1,1,2,0,100,795,830,1,0,28,68,80,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_08:50:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 08:50:03.262723,10,1,0,35
0,10011000,5,68456,'Subz-E-Falafel Biryani (Regular)',7,1,5,5,5,3,0,210,270,680,1,0,38,62,82,1,0,https://rebel-sqc-data.s3-ap-south-1.amazonaws.com/liveqcdata/11/11_01/Subz-E-Falafel_Biryani_(Regular)_08:59:03.png,0,,0,2021-02-26,26,2,4,8,2021,2021-02-26 08:59:03.262723,10,1,0,35
